county_state,COUNTY,STNAME,CTYNAME,STATE,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
"Box Elder County, UT",3,UT,Box Elder County,49,56046,57908,59688
"Cache County, UT",5,UT,Cache County,49,128289,133527,137417
"Carbon County, UT",7,UT,Carbon County,49,10725,20465,20372
"Daggett County, UT",9,UT,Daggett County,49,950,952,976
"Davis County, UT",11,UT,Davis County,49,9000,363492,367285
"Duchesne County, UT",13,UT,Duchesne County,49,19938,19581,19790
"Emery County, UT",15,UT,Emery County,49,10012,9837,9967
"Garfield County, UT",17,UT,Garfield County,49,60061,5090,5129
"Grand County, UT",19,UT,Grand County,49,15734,9681,9663
"Iron County, UT",21,UT,Iron County,49,11066,57640,60519
"Juab County, UT",23,UT,Juab County,49,12017,11824,12155
"Kane County, UT",25,UT,Kane County,49,532403,7673,7992
"Millard County, UT",27,UT,Millard County,49,13188,13015,13164
"Morgan County, UT",29,UT,Morgan County,49,119679,12392,12657
"Piute County, UT",31,UT,Piute County,49,1479,1437,1487
"Rich County, UT",33,UT,Rich County,49,2483,2504,2597
"Salt Lake County, UT",35,UT,Salt Lake County,49,1160437,1186236,1186421
"San Juan County, UT",37,UT,San Juan County,49,728,14525,14489
"Sanpete County, UT",39,UT,Sanpete County,49,30939,28508,29106
"Sevier County, UT",41,UT,Sevier County,49,17007,21546,21906
"Summit County, UT",43,UT,Summit County,49,31011,42452,43093
"Tooele County, UT",45,UT,Tooele County,49,72259,73281,76640
"Uintah County, UT",47,UT,Uintah County,49,35734,35618,36204
"Utah County, UT",49,UT,Utah County,49,636235,663143,684986
"Wasatch County, UT",51,UT,Wasatch County,49,34091,35032,36173
"Washington County, UT",53,UT,Washington County,49,16326,181924,191226
"Wayne County, UT",55,UT,Wayne County,49,29927,2497,2558
"Weber County, UT",57,UT,Weber County,49,260213,262828,267066
"Addison County, VT",1,VT,Addison County,50,36777,37292,37260
"Bennington County, VT",3,VT,Bennington County,50,35470,37271,37312
"Caledonia County, VT",5,VT,Caledonia County,50,29993,30184,30403
"Chittenden County, VT",7,VT,Chittenden County,50,163774,168289,168865
"Essex County, VT",9,VT,Essex County,50,789034,5910,5925
"Franklin County, VT",11,VT,Franklin County,50,31362,49996,50325
"Grand Isle County, VT",13,VT,Grand Isle County,50,7235,7278,7421
"Lamoille County, VT",15,VT,Lamoille County,50,25362,25914,26126
"Orange County, VT",17,VT,Orange County,50,3175692,29259,29541
"Orleans County, VT",19,VT,Orleans County,50,40352,27355,27546
"Rutland County, VT",21,VT,Rutland County,50,58191,60455,60591
"Washington County, VT",23,VT,Washington County,50,16326,59748,59969
"Windham County, VT",25,VT,Windham County,50,116782,45844,46090
"Windsor County, VT",27,VT,Windsor County,50,55062,57700,58196
"Accomack County, VA",1,VA,Accomack County,51,32316,33348,33246
"Albemarle County, VA",3,VA,Albemarle County,51,109330,112496,113535
"Alleghany County, VA",5,VA,Alleghany County,51,11137,15161,14986
"Amelia County, VA",7,VA,Amelia County,51,13145,13246,13268
"Amherst County, VA",9,VA,Amherst County,51,31605,31262,31273
"Appomattox County, VA",11,VA,Appomattox County,51,15911,16133,16353
"Arlington County, VA",13,VA,Arlington County,51,236842,238766,232965
"Augusta County, VA",15,VA,Augusta County,51,75558,77512,77563
"Bath County, VA",17,VA,Bath County,51,12500,4196,4114
"Bedford County, VA",19,VA,Bedford County,51,47888,79504,80131
"Bland County, VA",21,VA,Bland County,51,6280,6247,6173
"Botetourt County, VA",23,VA,Botetourt County,51,33419,33614,33866
"Brunswick County, VA",25,VA,Brunswick County,51,142820,15806,15940
"Buchanan County, VA",27,VA,Buchanan County,51,21175,20216,19816
"Buckingham County, VA",29,VA,Buckingham County,51,17148,16820,16947
"Campbell County, VA",31,VA,Campbell County,51,93584,55638,55492
"Caroline County, VA",33,VA,Caroline County,51,33406,30905,31332
"Carroll County, VA",35,VA,Carroll County,51,28380,29130,29048
"Charles City County, VA",36,VA,Charles City County,51,6963,6733,6594
"Charlotte County, VA",37,VA,Charlotte County,51,188910,11506,11448
"Chesterfield County, VA",41,VA,Chesterfield County,51,45650,365566,370688
"Clarke County, VA",43,VA,Clarke County,51,23622,14788,14881
"Craig County, VA",45,VA,Craig County,51,14142,4880,4865
"Culpeper County, VA",47,VA,Culpeper County,51,52605,52717,53596
"Cumberland County, VA",49,VA,Cumberland County,51,10766,9656,9681
"Dickenson County, VA",51,VA,Dickenson County,51,14318,14045,13787
"Dinwiddie County, VA",53,VA,Dinwiddie County,51,28544,27900,27912
"Essex County, VA",57,VA,Essex County,51,789034,10591,10573
"Fairfax County, VA",59,VA,Fairfax County,51,1147532,1148472,1139720
"Fauquier County, VA",61,VA,Fauquier County,51,71222,72938,73815
"Floyd County, VA",63,VA,Floyd County,51,98498,15474,15566
"Fluvanna County, VA",65,VA,Fluvanna County,51,27270,27280,27723
"Franklin County, VA",67,VA,Franklin County,51,31362,54469,54938
"Frederick County, VA",69,VA,Frederick County,51,259547,91766,93717
"Giles County, VA",71,VA,Giles County,51,29464,16754,16562
"Gloucester County, VA",73,VA,Gloucester County,51,291636,38688,39069
"Goochland County, VA",75,VA,Goochland County,51,23753,24828,25488
"Grayson County, VA",77,VA,Grayson County,51,26427,15300,15359
"Greene County, VA",79,VA,Greene County,51,8111,20591,20968
"Greensville County, VA",81,VA,Greensville County,51,11336,11393,11437
"Halifax County, VA",83,VA,Halifax County,51,50010,33901,33738
"Hanover County, VA",85,VA,Hanover County,51,107766,110102,111603
"Henrico County, VA",87,VA,Henrico County,51,330818,334298,333554
"Henry County, VA",89,VA,Henry County,51,17205,50782,50248
"Highland County, VA",91,VA,Highland County,51,43161,2236,2226
"Isle of Wight County, VA",93,VA,Isle of Wight County,51,37109,38658,39278
"James City County, VA",95,VA,James City County,51,76523,78412,79882
"King and Queen County, VA",97,VA,King and Queen County,51,7025,6590,6662
"King George County, VA",99,VA,King George County,51,26836,26806,27489
"King William County, VA",101,VA,King William County,51,17148,17905,18171
"Lancaster County, VA",103,VA,Lancaster County,51,319090,10910,10928
"Lee County, VA",105,VA,Lee County,51,164542,22084,21983
"Loudoun County, VA",107,VA,Loudoun County,51,413538,422597,427592
"Louisa County, VA",109,VA,Louisa County,51,11035,37757,38848
"Lunenburg County, VA",111,VA,Lunenburg County,51,12196,11930,11926
"Madison County, VA",113,VA,Madison County,51,372909,13837,13942
"Mathews County, VA",115,VA,Mathews County,51,8834,8524,8546
"Mecklenburg County, VA",117,VA,Mecklenburg County,51,1110356,30287,30248
"Middlesex County, VA",119,VA,Middlesex County,51,162436,10623,10781
"Montgomery County, VA",121,VA,Montgomery County,51,226486,99508,98473
"Nelson County, VA",125,VA,Nelson County,51,46233,14732,14790
"New Kent County, VA",127,VA,New Kent County,51,23091,23086,23897
"Northampton County, VA",131,VA,Northampton County,51,19483,12232,12085
"Northumberland County, VA",133,VA,Northumberland County,51,90843,11839,12029
"Nottoway County, VA",135,VA,Nottoway County,51,15232,15614,15594
"Orange County, VA",137,VA,Orange County,51,3175692,36396,37188
"Page County, VA",139,VA,Page County,51,15107,23693,23807
"Patrick County, VA",141,VA,Patrick County,51,17608,17560,17602
"Pittsylvania County, VA",143,VA,Pittsylvania County,51,60354,60312,59972
"Powhatan County, VA",145,VA,Powhatan County,51,29652,30433,31136
"Prince Edward County, VA",147,VA,Prince Edward County,51,22802,21853,21932
"Prince George County, VA",149,VA,Prince George County,51,38353,43023,42880
"Prince William County, VA",153,VA,Prince William County,51,470335,482738,484472
"Pulaski County, VA",155,VA,Pulaski County,51,391911,33760,33759
"Rappahannock County, VA",157,VA,Rappahannock County,51,7370,7312,7407
"Richmond County, VA",159,VA,Richmond County,51,202518,8920,9017
"Roanoke County, VA",161,VA,Roanoke County,51,94186,96845,96589
"Rockbridge County, VA",163,VA,Rockbridge County,51,22573,22610,22641
"Rockingham County, VA",165,VA,Rockingham County,51,309769,83758,84394
"Russell County, VA",167,VA,Russell County,51,57961,25726,25550
"Scott County, VA",169,VA,Scott County,51,10281,21547,21419
"Shenandoah County, VA",171,VA,Shenandoah County,51,43616,44255,44752
"Smyth County, VA",173,VA,Smyth County,51,30104,29730,29477
"Southampton County, VA",175,VA,Southampton County,51,17631,17949,18006
"Spotsylvania County, VA",177,VA,Spotsylvania County,51,136215,140475,143676
"Stafford County, VA",179,VA,Stafford County,51,4156,157604,160877
"Surry County, VA",181,VA,Surry County,51,71783,6546,6530
"Sussex County, VA",183,VA,Sussex County,51,234225,10768,10763
"Tazewell County, VA",185,VA,Tazewell County,51,131803,40343,39925
"Warren County, VA",187,VA,Warren County,51,5254,40782,40925
"Washington County, VA",191,VA,Washington County,51,16326,53839,53635
"Westmoreland County, VA",193,VA,Westmoreland County,51,348899,18496,18731
"Wise County, VA",195,VA,Wise County,51,69984,36018,35647
"Wythe County, VA",197,VA,Wythe County,51,28684,28274,28178
"York County, VA",199,VA,York County,51,207641,70154,70915
"Alexandria city, VA",510,VA,Alexandria city,51,159428,159097,154706
"Bristol city, VA",520,VA,Bristol city,51,16762,17259,17054
"Buena Vista city, VA",530,VA,Buena Vista city,51,6478,6620,6601
"Charlottesville city, VA",540,VA,Charlottesville city,51,47266,46423,45672
"Chesapeake city, VA",550,VA,Chesapeake city,51,244835,249679,251269
"Colonial Heights city, VA",570,VA,Colonial Heights city,51,17370,18191,18273
"Covington city, VA",580,VA,Covington city,51,5538,5721,5717
"Danville city, VA",590,VA,Danville city,51,40044,42465,42215
"Emporia city, VA",595,VA,Emporia city,51,5346,5716,5667
"Fairfax city, VA",600,VA,Fairfax city,51,24019,24129,24276
"Falls Church city, VA",610,VA,Falls Church city,51,14617,14654,14493
"Franklin city, VA",620,VA,Franklin city,51,7967,8171,8217
"Fredericksburg city, VA",630,VA,Fredericksburg city,51,29036,27995,28367
"Galax city, VA",640,VA,Galax city,51,6347,6691,6660
"Hampton city, VA",650,VA,Hampton city,51,134510,137131,137746
"Harrisonburg city, VA",660,VA,Harrisonburg city,51,53016,51675,51430
"Hopewell city, VA",670,VA,Hopewell city,51,22529,22967,23140
"Lexington city, VA",678,VA,Lexington city,51,7446,7313,7456
"Lynchburg city, VA",680,VA,Lynchburg city,51,82168,78871,79009
"Manassas city, VA",683,VA,Manassas city,51,41085,42728,42708
"Manassas Park city, VA",685,VA,Manassas Park city,51,17478,17140,17002
"Martinsville city, VA",690,VA,Martinsville city,51,12554,13422,13517
"Newport News city, VA",700,VA,Newport News city,51,179225,185916,184587
"Norfolk city, VA",710,VA,Norfolk city,51,242742,237591,235089
"Norton city, VA",720,VA,Norton city,51,3981,3679,3666
"Petersburg city, VA",730,VA,Petersburg city,51,31346,33428,33429
"Poquoson city, VA",735,VA,Poquoson city,51,12271,12455,12574
"Portsmouth city, VA",740,VA,Portsmouth city,51,94398,98015,97840
"Radford city, VA",750,VA,Radford city,51,18249,16089,16499
"Richmond city, VA",760,VA,Richmond city,51,230436,226670,226604
"Roanoke city, VA",770,VA,Roanoke city,51,99143,99875,98865
"Salem city, VA",775,VA,Salem city,51,25301,25374,25373
"Staunton city, VA",790,VA,Staunton city,51,24932,25800,25661
"Suffolk city, VA",800,VA,Suffolk city,51,92108,94685,96194
"Virginia Beach city, VA",810,VA,Virginia Beach city,51,449974,459373,457672
"Waynesboro city, VA",820,VA,Waynesboro city,51,22630,22279,22550
"Williamsburg city, VA",830,VA,Williamsburg city,51,14954,15445,15590
"Winchester city, VA",840,VA,Winchester city,51,28078,28008,28136
"Adams County, WA",1,WA,Adams County,53,517421,20605,20621
"Asotin County, WA",3,WA,Asotin County,53,22582,22290,22397
"Benton County, WA",5,WA,Benton County,53,279141,207230,210025
"Chelan County, WA",7,WA,Chelan County,53,77200,79185,79646
"Clallam County, WA",9,WA,Clallam County,53,77331,77280,78209
"Clark County, WA",11,WA,Clark County,53,22320,505013,511404
"Columbia County, WA",13,WA,Columbia County,53,23457,3949,4042
"Cowlitz County, WA",15,WA,Cowlitz County,53,110593,110924,111524
"Douglas County, WA",17,WA,Douglas County,53,351154,42998,43696
"Ferry County, WA",19,WA,Ferry County,53,7627,7178,7273
"Franklin County, WA",21,WA,Franklin County,53,31362,97076,98268
"Garfield County, WA",23,WA,Garfield County,53,60061,2292,2346
"Grant County, WA",25,WA,Grant County,53,18265,99365,100297
"Grays Harbor County, WA",27,WA,Grays Harbor County,53,75061,75811,76841
"Island County, WA",29,WA,Island County,53,85141,86948,87432
"Jefferson County, WA",31,WA,Jefferson County,53,658573,33048,33605
"King County, WA",33,WA,King County,53,272,2272571,2252305
"Kitsap County, WA",35,WA,Kitsap County,53,271473,275660,274314
"Kittitas County, WA",37,WA,Kittitas County,53,47935,44589,45499
"Klickitat County, WA",39,WA,Klickitat County,53,22425,22783,23118
"Lewis County, WA",41,WA,Lewis County,53,3838,82474,84398
"Lincoln County, WA",43,WA,Lincoln County,53,13024,10920,11232
"Mason County, WA",45,WA,Mason County,53,13359,66028,67615
"Okanogan County, WA",47,WA,Okanogan County,53,42243,42118,42634
"Pacific County, WA",49,WA,Pacific County,53,22471,23470,23948
"Pend Oreille County, WA",51,WA,Pend Oreille County,53,13724,13482,13886
"Pierce County, WA",53,WA,Pierce County,53,19465,922828,925708
"San Juan County, WA",55,WA,San Juan County,53,728,17818,18557
"Skagit County, WA",57,WA,Skagit County,53,129205,129852,130696
"Skamania County, WA",59,WA,Skamania County,53,12083,12034,12170
"Snohomish County, WA",61,WA,Snohomish County,53,822083,829331,833540
"Spokane County, WA",63,WA,Spokane County,53,522798,540700,546040
"Stevens County, WA",65,WA,Stevens County,53,5485,46566,47426
"Thurston County, WA",67,WA,Thurston County,53,7224,295729,297977
"Wahkiakum County, WA",69,WA,Wahkiakum County,53,4488,4443,4582
"Walla Walla County, WA",71,WA,Walla Walla County,53,60760,62574,62682
"Whatcom County, WA",73,WA,Whatcom County,53,229247,227304,228831
"Whitman County, WA",75,WA,Whitman County,53,50104,47786,47873
"Yakima County, WA",77,WA,Yakima County,53,250873,256533,256035
"Barbour County, WV",1,WV,Barbour County,54,24686,15440,15468
"Berkeley County, WV",3,WV,Berkeley County,54,227907,122654,126069
"Boone County, WV",5,WV,Boone County,54,37432,21714,21312
"Braxton County, WV",7,WV,Braxton County,54,13957,12386,12247
"Brooke County, WV",9,WV,Brooke County,54,21939,22469,22140
"Cabell County, WV",11,WV,Cabell County,54,91945,94137,93418
"Calhoun County, WV",13,WV,Calhoun County,54,113605,6199,6176
"Clay County, WV",15,WV,Clay County,54,13235,8006,7892
"Doddridge County, WV",17,WV,Doddridge County,54,8448,7786,7735
"Fayette County, WV",19,WV,Fayette County,54,16302,40358,39927
"Gilmer County, WV",21,WV,Gilmer County,54,31369,7378,7377
"Grant County, WV",23,WV,Grant County,54,18265,10954,10983
"Greenbrier County, WV",25,WV,Greenbrier County,54,34662,32866,32608
"Hampshire County, WV",27,WV,Hampshire County,54,160830,23067,23302
"Hancock County, WV",29,WV,Hancock County,54,8457,29019,28656
"Hardy County, WV",31,WV,Hardy County,54,13776,14240,14160
"Harrison County, WV",33,WV,Harrison County,54,40515,65771,65158
"Jackson County, WV",35,WV,Jackson County,54,51626,27735,27738
"Jefferson County, WV",37,WV,Jefferson County,54,658573,57732,58370
"Kanawha County, WV",39,WV,Kanawha County,54,178124,180048,177952
"Lewis County, WV",41,WV,Lewis County,54,3838,17009,16892
"Lincoln County, WV",43,WV,Lincoln County,54,13024,20337,20126
"Logan County, WV",45,WV,Logan County,54,21466,32473,31909
"McDowell County, WV",47,WV,McDowell County,54,45756,18916,18363
"Marion County, WV",49,WV,Marion County,54,29709,56157,56001
"Marshall County, WV",51,WV,Marshall County,54,96774,30444,30115
"Mason County, WV",53,WV,Mason County,54,13359,25356,25157
"Mercer County, WV",55,WV,Mercer County,54,15437,59462,59097
"Mineral County, WV",57,WV,Mineral County,54,769,26877,26857
"Mingo County, WV",59,WV,Mingo County,54,23424,23455,23005
"Monongalia County, WV",61,WV,Monongalia County,54,105612,105916,106387
"Monroe County, WV",63,WV,Monroe County,54,20733,12330,12332
"Morgan County, WV",65,WV,Morgan County,54,119679,17037,17221
"Nicholas County, WV",67,WV,Nicholas County,54,7269,24523,24300
"Ohio County, WV",69,WV,Ohio County,54,5875,42264,41776
"Pendleton County, WV",71,WV,Pendleton County,54,14590,6134,6142
"Pleasants County, WV",73,WV,Pleasants County,54,7460,7649,7601
"Pocahontas County, WV",75,WV,Pocahontas County,54,6619,7847,7841
"Preston County, WV",77,WV,Preston County,54,33432,34176,34358
"Putnam County, WV",79,WV,Putnam County,54,74521,57399,57260
"Raleigh County, WV",81,WV,Raleigh County,54,73361,74349,73771
"Randolph County, WV",83,WV,Randolph County,54,22722,27852,27806
"Ritchie County, WV",85,WV,Ritchie County,54,9554,8424,8383
"Roane County, WV",87,WV,Roane County,54,53382,13977,13898
"Summers County, WV",89,WV,Summers County,54,12573,11915,11908
"Taylor County, WV",91,WV,Taylor County,54,21569,16701,16492
"Tucker County, WV",93,WV,Tucker County,54,6839,6752,6672
"Tyler County, WV",95,WV,Tyler County,54,21672,8279,8155
"Upshur County, WV",97,WV,Upshur County,54,41753,23783,23791
"Wayne County, WV",99,WV,Wayne County,54,29927,38830,38498
"Webster County, WV",101,WV,Webster County,54,2607,8329,8249
"Wetzel County, WV",103,WV,Wetzel County,54,15065,14382,14170
"Wirt County, WV",105,WV,Wirt County,54,5821,5183,5063
"Wood County, WV",107,WV,Wood County,54,130817,83996,83624
"Wyoming County, WV",109,WV,Wyoming County,54,39859,21326,21051
"Adams County, WI",1,WI,Adams County,55,517421,20673,20875
"Ashland County, WI",3,WI,Ashland County,55,53484,15977,16107
"Barron County, WI",5,WI,Barron County,55,45244,46643,46719
"Bayfield County, WI",7,WI,Bayfield County,55,15036,16229,16320
"Brown County, WI",9,WI,Brown County,55,6578,268741,269591
"Buffalo County, WI",11,WI,Buffalo County,55,49659,13320,13302
"Burnett County, WI",13,WI,Burnett County,55,15414,16588,16744
"Calumet County, WI",15,WI,Calumet County,55,50089,52476,52539
"Chippewa County, WI",17,WI,Chippewa County,55,37349,66279,66865
